EstudianteID,CohorteMes,TenureSemanas,Edad,CategoriaCurso,Modalidad,MetodoPago,HorasUsoSemana,PctTareasATiempo,PromedioNotas,ParticipacionForo,QuejasSoporte,DiasUltimaSesion,TieneBecaDescuento,CursosPreviosCompletados,Desercion,RatioForoTenure,HorasPorSemanaEfectivas,BrechaTareas,InicioReciente,SinComunidad,NotaBajoAprobatorio,NotaFaltante
252,2025-09,3,22.0,Finanzas,Autoestudio,Débito,3.4,30.2,11.8,1,0,22.0,0,0,1,0.3333333333333333,0.8206896551724139,29.8,1,0,1,0
4668,2025-03,6,34.0,Diseño,Con mentor en vivo,Tarjeta de crédito,3.2,60.0,12.7,4,0,5.0,1,1,0,0.6666666666666666,1.8666666666666667,0.0,0,0,1,0
5688,2025-05,9,28.0,Finanzas,Con mentor en vivo,Yape/Plin,1.8,34.7,10.3,1,0,1.0,0,2,0,0.1111111111111111,1.5750000000000002,25.299999999999997,0,0,1,0
7286,2026-03,2,27.0,Finanzas,Autoestudio,Débito,2.5,76.4,13.8,2,0,2.0,1,0,0,1.0,1.9444444444444446,-16.400000000000006,1,0,0,0
3002,2026-01,37,33.0,Idiomas,Autoestudio,Yape/Plin,4.6,21.3,9.0,1,0,21.0,0,1,1,0.02702702702702703,1.15,38.7,0,0,1,0
2880,2026-06,2,23.0,Finanzas,Autoestudio,Yape/Plin,7.5,87.6,15.0,4,0,6.0,0,0,0,2.0,4.038461538461538,-27.599999999999994,1,0,0,0
2158,2025-12,2,26.0,Diseño,Autoestudio,Tarjeta de crédito,6.3,63.9,13.0,6,1,2.0,1,2,0,3.0,4.9,-3.8999999999999986,1,0,0,0
2933,2025-03,10,20.0,Finanzas,Con mentor en vivo,Tarjeta de crédito,1.4,22.8,9.1,0,2,2.0,0,1,0,0.0,1.088888888888889,37.2,0,1,1,0
4068,2025-08,4,25.0,Programación,Autoestudio,Débito,5.5,46.3,10.6,4,0,7.0,1,1,0,1.0,2.75,13.700000000000003,0,0,1,0
1234,2026-02,14,40.0,Programación,Autoestudio,Débito,1.5,89.8,14.8,3,0,8.0,0,1,0,0.21428571428571427,0.7000000000000001,-29.799999999999997,0,0,0,0
5534,2025-09,30,28.0,Marketing Digital,Autoestudio,Yape/Plin,6.5,47.3,15.2,3,0,7.0,0,1,0,0.1,3.25,12.700000000000003,0,0,0,0
4660,2025-09,12,24.0,Diseño,Con mentor en vivo,Tarjeta de crédito,7.9,49.7,16.0,3,0,3.0,1,0,0,0.25,5.53,10.299999999999997,0,0,0,0
7764,2026-05,4,32.0,Idiomas,Autoestudio,Débito,1.7,35.8,7.9,1,0,1.0,0,1,1,0.25,1.4875,24.200000000000003,0,0,1,0
6118,2025-04,11,21.0,Diseño,Con mentor en vivo,Yape/Plin,2.5,55.2,11.4,2,0,1.0,1,0,0,0.18181818181818182,2.1875,4.799999999999997,0,0,1,0
7029,2025-09,11,29.0,Idiomas,Autoestudio,Yape/Plin,5.5,75.5,13.0,2,0,1.0,0,1,0,0.18181818181818182,4.8125,-15.5,0,0,0,0
1689,2026-05,21,19.0,Idiomas,Autoestudio,Yape/Plin,6.0,74.0,13.7,5,0,6.0,0,1,0,0.23809523809523808,3.230769230769231,-14.0,0,0,0,0
5428,2025-03,9,28.0,Marketing Digital,Autoestudio,Transferencia,6.7,81.7,15.6,4,0,3.0,1,3,0,0.4444444444444444,4.69,-21.700000000000003,0,0,0,0
6839,2025-02,5,24.0,Finanzas,Autoestudio,Débito,6.7,77.6,13.4,4,0,1.0,0,1,0,0.8,5.862500000000001,-17.599999999999994,0,0,0,0
7603,2025-05,4,20.0,Programación,Con mentor en vivo,Tarjeta de crédito,3.4,23.2,12.1,0,0,10.0,0,1,0,0.0,1.4,36.8,0,1,1,0
4519,2026-01,16,34.0,Marketing Digital,Autoestudio,Tarjeta de crédito,2.7,54.4,11.2,0,0,5.0,0,0,0,0.0,1.575,5.600000000000001,0,1,1,0
4839,2026-04,8,30.0,Idiomas,Autoestudio,Débito,2.2,34.2,11.6,4,0,1.0,0,0,0,0.5,1.9250000000000003,25.799999999999997,0,0,1,0
6517,2025-05,12,39.0,Marketing Digital,Autoestudio,Débito,7.1,68.3,15.8,4,0,5.0,0,1,0,0.3333333333333333,4.141666666666666,-8.299999999999997,0,0,0,0
7934,2025-09,11,33.0,Idiomas,Autoestudio,Débito,12.6,30.9,8.5,1,0,3.0,1,4,0,0.09090909090909091,8.82,29.1,0,0,1,0
3882,2025-05,5,25.0,Programación,Con mentor en vivo,Tarjeta de crédito,2.5,26.5,10.7,2,0,12.0,0,0,0,0.4,0.9210526315789473,33.5,0,0,1,0
5992,2025-09,8,28.0,Programación,Autoestudio,Transferencia,2.8,47.0,12.6,1,0,1.0,1,0,0,0.125,2.45,13.0,0,0,1,0
6378,2025-03,18,27.0,Finanzas,Autoestudio,Tarjeta de crédito,4.6,16.5,5.8,0,0,12.0,0,0,1,0.0,1.6947368421052629,43.5,0,1,1,0
5901,2026-05,10,24.0,Marketing Digital,Autoestudio,Tarjeta de crédito,0.5,11.8,9.3,2,1,23.0,0,1,1,0.2,0.11666666666666667,48.2,0,0,1,0
1397,2025-12,14,24.0,Programación,Con mentor en vivo,Tarjeta de crédito,3.4,29.8,9.1,1,0,15.0,0,1,0,0.07142857142857142,1.0818181818181818,30.2,0,0,1,0
8063,2025-04,7,27.0,Programación,Autoestudio,Tarjeta de crédito,2.1,23.2,,0,1,22.0,1,0,1,0.0,0.5068965517241381,36.8,0,1,0,1
6640,2025-06,17,37.0,Idiomas,Con mentor en vivo,Yape/Plin,1.8,55.9,13.7,4,0,4.0,0,1,0,0.23529411764705882,1.1454545454545455,4.100000000000001,0,0,0,0
1043,2025-08,13,29.0,Programación,Autoestudio,Tarjeta de crédito,0.7,36.6,11.9,3,0,2.0,0,0,0,0.23076923076923078,0.5444444444444445,23.4,0,0,1,0
612,2025-09,8,30.0,Idiomas,Autoestudio,Yape/Plin,0.3,61.8,12.6,4,0,7.0,1,0,0,0.5,0.15,-1.7999999999999972,0,0,1,0
5606,2025-02,6,33.0,Diseño,Con mentor en vivo,Débito,1.0,25.1,8.8,0,1,25.0,0,1,1,0.0,0.21875,34.9,0,1,1,0
8469,2026-01,26,41.0,Programación,Autoestudio,Yape/Plin,4.1,27.6,11.8,1,1,2.0,1,0,0,0.038461538461538464,3.188888888888889,32.4,0,0,1,0
5581,2025-10,10,26.0,Diseño,Autoestudio,Yape/Plin,0.1,16.0,6.8,0,0,17.0,0,0,1,0.0,0.02916666666666667,44.0,0,1,1,0
5389,2025-09,2,40.0,Programación,Autoestudio,Tarjeta de crédito,3.2,25.1,7.2,2,1,19.0,0,1,1,1.0,0.8615384615384616,34.9,1,0,1,0
2112,2026-01,13,28.0,Finanzas,Autoestudio,Transferencia,2.4,53.0,11.5,1,0,4.0,0,0,0,0.07692307692307693,1.5272727272727273,7.0,0,0,1,0
7364,2025-04,21,35.0,Idiomas,Con mentor en vivo,Yape/Plin,0.9,33.6,9.3,1,1,10.0,1,1,0,0.047619047619047616,0.3705882352941176,26.4,0,0,1,0
6576,2025-08,4,16.0,Idiomas,Con mentor en vivo,Yape/Plin,2.2,61.0,14.2,2,0,1.0,0,1,0,0.5,1.9250000000000003,-1.0,0,0,0,0
4709,2026-02,4,21.0,Diseño,Autoestudio,Yape/Plin,2.6,91.0,14.2,3,0,2.0,0,1,0,0.75,2.0222222222222226,-31.0,0,0,0,0
3972,2026-05,27,23.0,Idiomas,Autoestudio,Tarjeta de crédito,4.5,29.6,8.3,2,0,43.0,0,0,1,0.07407407407407407,0.63,30.4,0,0,1,0
1551,2025-06,5,33.0,Idiomas,Autoestudio,Tarjeta de crédito,,75.0,13.0,3,0,1.0,0,0,0,0.6,,-15.0,0,0,0,0
6227,2025-11,19,35.0,Marketing Digital,Autoestudio,Tarjeta de crédito,2.5,47.2,13.3,2,0,7.0,0,1,0,0.10526315789473684,1.25,12.799999999999997,0,0,0,0
4820,2026-05,7,42.0,Marketing Digital,Autoestudio,Tarjeta de crédito,1.5,83.3,15.6,3,0,3.0,1,1,0,0.42857142857142855,1.05,-23.299999999999997,0,0,0,0
504,2026-04,1,24.0,Finanzas,Autoestudio,Tarjeta de crédito,2.2,54.6,14.3,3,0,3.0,0,0,0,3.0,1.54,5.399999999999999,1,0,0,0
3001,2026-03,12,31.0,Programación,Con mentor en vivo,Yape/Plin,1.6,74.1,12.4,1,0,1.0,1,1,0,0.08333333333333333,1.4000000000000001,-14.099999999999994,0,0,1,0
275,2025-08,4,16.0,Programación,Autoestudio,Tarjeta de crédito,2.1,34.8,11.0,2,1,9.0,0,1,1,0.5,0.9187500000000001,25.200000000000003,0,0,1,0
1346,2026-06,3,35.0,Programación,Con mentor en vivo,Débito,1.2,22.5,10.9,2,1,23.0,0,0,1,0.6666666666666666,0.27999999999999997,37.5,1,0,1,0
8349,2026-01,5,25.0,Finanzas,Con mentor en vivo,Yape/Plin,10.2,78.8,14.7,3,0,6.0,0,0,0,0.6,5.4923076923076914,-18.799999999999997,0,0,0,0
3622,2025-05,6,35.0,Marketing Digital,Con mentor en vivo,Débito,1.7,67.1,14.5,1,0,3.0,0,0,0,0.16666666666666666,1.19,-7.099999999999994,0,0,0,0
4915,2026-02,13,28.0,Idiomas,Con mentor en vivo,Yape/Plin,3.1,39.3,,3,1,13.0,0,2,0,0.23076923076923078,1.085,20.700000000000003,0,0,0,1
2373,2025-02,11,39.0,Diseño,Autoestudio,Débito,6.2,64.4,13.9,2,1,1.0,1,3,0,0.18181818181818182,5.425000000000001,-4.400000000000006,0,0,0,0
6774,2025-10,3,25.0,Programación,Con mentor en vivo,Débito,5.4,83.3,13.8,4,0,2.0,0,1,1,1.3333333333333333,4.200000000000001,-23.299999999999997,1,0,0,0
5097,2025-12,9,16.0,Diseño,Autoestudio,Yape/Plin,2.7,76.8,14.9,1,0,2.0,0,2,1,0.1111111111111111,2.1000000000000005,-16.799999999999997,0,0,0,0
2216,2025-08,6,19.0,Idiomas,Con mentor en vivo,Tarjeta de crédito,4.7,80.4,12.8,4,1,5.0,0,2,0,0.6666666666666666,2.7416666666666667,-20.400000000000006,0,0,1,0
2612,2026-05,10,16.0,Idiomas,Con mentor en vivo,Transferencia,1.5,71.5,16.8,5,0,3.0,1,1,0,0.5,1.05,-11.5,0,0,0,0
4536,2025-10,6,17.0,Finanzas,Autoestudio,Débito,0.3,34.6,10.0,1,0,5.0,1,1,1,0.16666666666666666,0.175,25.4,0,0,1,0
5148,2026-03,40,23.0,Idiomas,Autoestudio,Yape/Plin,0.7,16.3,9.2,0,0,2.0,0,0,1,0.0,0.5444444444444445,43.7,0,1,1,0
684,2026-06,28,22.0,Diseño,Autoestudio,Transferencia,3.0,82.7,14.1,3,0,5.0,1,0,0,0.10714285714285714,1.7499999999999998,-22.700000000000003,0,0,0,0
4598,2025-01,27,37.0,Idiomas,Autoestudio,Débito,1.1,86.5,14.4,2,0,2.0,1,1,0,0.07407407407407407,0.8555555555555557,-26.5,0,0,0,0
5490,2025-07,16,16.0,Idiomas,Con mentor en vivo,Tarjeta de crédito,4.9,86.0,13.6,2,0,7.0,0,0,0,0.125,2.45,-26.0,0,0,0,0
998,2025-07,18,21.0,Programación,Autoestudio,Transferencia,1.3,68.7,,0,0,20.0,0,0,1,0.0,0.337037037037037,-8.700000000000003,0,1,0,1
5240,2026-05,11,27.0,Marketing Digital,Autoestudio,Yape/Plin,6.4,38.0,7.1,1,0,4.0,0,0,0,0.09090909090909091,4.072727272727273,22.0,0,0,1,0
8404,2026-03,6,48.0,Finanzas,Autoestudio,Débito,1.6,34.8,11.3,2,0,3.0,0,0,0,0.3333333333333333,1.12,25.200000000000003,0,0,1,0
1177,2025-06,5,16.0,Finanzas,Autoestudio,Yape/Plin,5.8,22.1,9.8,1,0,11.0,1,1,0,0.2,2.2555555555555555,37.9,0,0,1,0
1347,2026-04,7,31.0,Marketing Digital,Con mentor en vivo,Yape/Plin,0.5,45.1,10.2,1,0,9.0,1,1,0,0.14285714285714285,0.21875,14.899999999999999,0,0,1,0
3648,2025-11,8,16.0,Diseño,Autoestudio,Tarjeta de crédito,1.8,12.6,10.0,0,0,6.0,0,2,0,0.0,0.9692307692307692,47.4,0,1,1,0
745,2026-03,27,26.0,Idiomas,Con mentor en vivo,Tarjeta de crédito,2.1,93.2,15.3,3,0,1.0,1,2,0,0.1111111111111111,1.8375000000000001,-33.2,0,0,0,0
7773,2025-11,22,22.0,Marketing Digital,Con mentor en vivo,Débito,1.4,56.5,11.7,2,1,3.0,0,0,0,0.09090909090909091,0.9799999999999999,3.5,0,0,1,0
4513,2025-03,8,24.0,Programación,Autoestudio,Transferencia,3.9,50.1,16.9,1,2,1.0,1,1,0,0.125,3.4125,9.899999999999999,0,0,0,0
3396,2026-03,4,16.0,Idiomas,Autoestudio,Yape/Plin,6.6,65.5,14.1,4,1,4.0,1,1,0,1.0,4.2,-5.5,0,0,0,0
4705,2026-02,13,37.0,Programación,Con mentor en vivo,Transferencia,1.5,26.7,9.7,2,0,6.0,0,1,1,0.15384615384615385,0.8076923076923077,33.3,0,0,1,0
3266,2025-12,10,33.0,Marketing Digital,Autoestudio,Transferencia,9.3,53.3,10.6,6,0,7.0,0,1,0,0.6,4.65,6.700000000000003,0,0,1,0
5757,2025-06,7,32.0,Finanzas,Autoestudio,Yape/Plin,2.8,90.7,13.8,1,0,24.0,0,1,0,0.14285714285714285,0.632258064516129,-30.700000000000003,0,0,0,0
7160,2025-02,9,18.0,Marketing Digital,Autoestudio,Tarjeta de crédito,1.1,18.6,10.1,3,0,5.0,1,1,0,0.3333333333333333,0.6416666666666667,41.4,0,0,1,0
8993,2026-06,20,34.0,Diseño,Autoestudio,Yape/Plin,4.3,41.0,9.9,0,0,9.0,1,1,0,0.0,1.88125,19.0,0,1,1,0
8327,2025-06,7,39.0,Idiomas,Autoestudio,Yape/Plin,1.1,71.5,14.3,1,0,3.0,0,0,0,0.14285714285714285,0.77,-11.5,0,0,0,0
6034,2026-06,8,35.0,Idiomas,Autoestudio,Yape/Plin,6.5,40.1,12.4,3,0,6.0,0,1,0,0.375,3.5,19.9,0,0,1,0
3965,2025-04,2,21.0,Diseño,Autoestudio,Yape/Plin,2.9,33.8,9.2,0,0,4.0,0,0,1,0.0,1.8454545454545455,26.200000000000003,1,1,1,0
4994,2025-10,16,27.0,Idiomas,Con mentor en vivo,Yape/Plin,7.7,85.4,13.6,3,0,1.0,1,1,0,0.1875,6.737500000000001,-25.400000000000006,0,0,0,0
694,2026-06,6,41.0,Idiomas,Con mentor en vivo,Débito,1.2,59.5,12.6,2,0,3.0,0,1,0,0.3333333333333333,0.84,0.5,0,0,1,0
486,2025-05,8,29.0,Diseño,Con mentor en vivo,Débito,1.9,79.5,15.0,6,1,16.0,0,1,0,0.75,0.5782608695652174,-19.5,0,0,0,0
6361,2025-12,4,32.0,Idiomas,Con mentor en vivo,Débito,2.6,47.6,9.9,2,0,5.0,1,2,0,0.5,1.5166666666666666,12.399999999999999,0,0,1,0
6201,2026-05,6,29.0,Diseño,Autoestudio,Yape/Plin,1.9,27.0,9.2,1,0,2.0,0,1,0,0.16666666666666666,1.4777777777777779,33.0,0,0,1,0
983,2025-10,3,25.0,Marketing Digital,Autoestudio,Tarjeta de crédito,4.2,86.2,12.7,4,0,0.0,1,0,1,1.3333333333333333,4.2,-26.200000000000003,1,0,1,0
7816,2026-04,8,23.0,Programación,Con mentor en vivo,Transferencia,8.0,29.5,11.0,3,0,3.0,0,2,0,0.375,5.6,30.5,0,0,1,0
80,2026-01,9,31.0,Idiomas,Autoestudio,Débito,3.6,63.5,13.5,3,1,0.0,0,2,0,0.3333333333333333,3.6,-3.5,0,0,0,0
4693,2026-06,8,16.0,Marketing Digital,Autoestudio,Transferencia,2.2,62.1,12.5,2,0,6.0,0,1,0,0.25,1.1846153846153846,-2.1000000000000014,0,0,1,0
2133,2025-10,4,36.0,Idiomas,Autoestudio,Tarjeta de crédito,0.1,22.8,9.8,0,1,6.0,0,0,1,0.0,0.05384615384615385,37.2,0,1,1,0
4203,2025-07,15,28.0,Diseño,Autoestudio,Yape/Plin,0.6,87.7,14.6,7,0,1.0,0,3,0,0.4666666666666667,0.525,-27.700000000000003,0,0,0,0
3993,2025-03,9,30.0,Programación,Con mentor en vivo,Yape/Plin,3.6,74.1,15.2,1,0,1.0,1,0,0,0.1111111111111111,3.1500000000000004,-14.099999999999994,0,0,0,0
5859,2025-07,6,31.0,Marketing Digital,Autoestudio,Débito,2.8,56.9,13.1,0,0,1.0,0,0,0,0.0,2.45,3.1000000000000014,0,1,0,0
6561,2025-12,9,27.0,Finanzas,Autoestudio,Yape/Plin,8.2,60.5,10.9,1,0,1.0,0,2,0,0.1111111111111111,7.175,-0.5,0,0,1,0
6524,2026-01,10,34.0,Idiomas,Autoestudio,Débito,3.9,64.0,14.0,2,1,10.0,0,1,0,0.2,1.6058823529411763,-4.0,0,0,0,0
4120,2025-01,11,16.0,Programación,Autoestudio,Transferencia,1.3,66.7,,2,0,3.0,1,1,0,0.18181818181818182,0.91,-6.700000000000003,0,0,0,1
7239,2025-06,5,35.0,Programación,Con mentor en vivo,Débito,9.2,45.0,13.7,2,0,6.0,0,0,0,0.4,4.953846153846153,15.0,0,0,0,0
1692,2026-05,16,32.0,Diseño,Autoestudio,Tarjeta de crédito,1.4,71.4,14.3,2,0,3.0,1,1,0,0.125,0.9799999999999999,-11.400000000000006,0,0,0,0
446,2025-12,10,20.0,Idiomas,Autoestudio,Tarjeta de crédito,7.4,90.2,13.5,7,0,0.0,0,1,0,0.7,7.4,-30.200000000000003,0,0,0,0
6484,2025-11,10,19.0,Diseño,Autoestudio,Yape/Plin,5.5,71.2,15.4,3,1,9.0,0,1,0,0.3,2.40625,-11.200000000000003,0,0,0,0
5910,2025-10,34,33.0,Programación,Autoestudio,Transferencia,1.7,48.0,12.9,1,1,2.0,0,1,0,0.029411764705882353,1.3222222222222224,12.0,0,0,1,0
4150,2025-08,8,22.0,Marketing Digital,Autoestudio,Tarjeta de crédito,3.2,90.0,16.4,4,2,6.0,0,0,0,0.5,1.7230769230769232,-30.0,0,0,0,0
6065,2025-07,7,30.0,Idiomas,Autoestudio,Yape/Plin,3.0,37.0,,1,0,39.0,0,1,1,0.14285714285714285,0.4565217391304348,23.0,0,0,0,1
4462,2025-07,18,34.0,Programación,Autoestudio,Tarjeta de crédito,5.5,86.8,17.0,2,0,0.0,0,1,0,0.1111111111111111,5.5,-26.799999999999997,0,0,0,0
8125,2026-02,14,16.0,Marketing Digital,Autoestudio,Transferencia,5.7,82.2,15.8,2,0,1.0,0,0,0,0.14285714285714285,4.987500000000001,-22.200000000000003,0,0,0,0
3949,2026-06,11,16.0,Programación,Con mentor en vivo,Tarjeta de crédito,3.0,91.5,13.3,2,0,4.0,0,0,0,0.18181818181818182,1.9090909090909092,-31.5,0,0,0,0
4966,2025-02,14,23.0,Diseño,Autoestudio,Transferencia,3.0,62.1,14.5,1,1,4.0,0,0,0,0.07142857142857142,1.9090909090909092,-2.1000000000000014,0,0,0,0
6535,2026-06,5,30.0,Idiomas,Con mentor en vivo,Yape/Plin,4.3,77.0,14.8,3,0,2.0,1,0,0,0.6,3.3444444444444446,-17.0,0,0,0,0
8042,2025-04,5,23.0,Programación,Autoestudio,Débito,5.1,68.1,11.4,4,0,6.0,0,1,0,0.8,2.7461538461538457,-8.099999999999994,0,0,1,0
2603,2026-03,12,28.0,Marketing Digital,Con mentor en vivo,Débito,6.3,60.6,,4,2,19.0,0,0,0,0.3333333333333333,1.6961538461538461,-0.6000000000000014,0,0,0,1
8664,2026-05,6,30.0,Programación,Autoestudio,Yape/Plin,4.7,43.7,12.2,4,2,5.0,0,1,0,0.6666666666666666,2.7416666666666667,16.299999999999997,0,0,1,0
69,2025-02,6,34.0,Idiomas,Autoestudio,Yape/Plin,1.7,50.2,14.7,4,0,22.0,0,1,0,0.6666666666666666,0.41034482758620694,9.799999999999997,0,0,0,0
6760,2026-06,18,28.0,Programación,Autoestudio,Transferencia,5.1,59.7,13.3,3,0,2.0,0,0,0,0.16666666666666666,3.966666666666667,0.29999999999999716,0,0,0,0
49,2026-01,2,28.0,Programación,Con mentor en vivo,Tarjeta de crédito,4.8,83.5,17.3,2,0,5.0,0,1,0,1.0,2.8,-23.5,1,0,0,0
1054,2026-06,5,28.0,Programación,Autoestudio,Débito,3.5,81.2,18.8,2,0,1.0,0,1,0,0.4,3.0625,-21.200000000000003,0,0,0,0
6690,2025-10,3,37.0,Marketing Digital,Autoestudio,Transferencia,3.1,39.5,9.9,2,0,15.0,0,0,1,0.6666666666666666,0.9863636363636364,20.5,1,0,1,0
3147,2025-12,16,24.0,Programación,Con mentor en vivo,Yape/Plin,16.0,52.4,11.4,1,0,1.0,0,1,0,0.0625,14.0,7.600000000000001,0,0,1,0
5877,2026-05,9,23.0,Finanzas,Autoestudio,Transferencia,2.1,54.3,,2,0,7.0,0,1,0,0.2222222222222222,1.05,5.700000000000003,0,0,0,1
8094,2025-05,11,27.0,Finanzas,Con mentor en vivo,Transferencia,0.4,75.8,11.6,2,0,7.0,0,2,0,0.18181818181818182,0.2,-15.799999999999997,0,0,1,0
3458,2025-01,13,16.0,Marketing Digital,Con mentor en vivo,Yape/Plin,2.6,77.7,14.9,1,0,8.0,0,2,0,0.07692307692307693,1.2133333333333334,-17.700000000000003,0,0,0,0
1979,2025-02,2,22.0,Idiomas,Con mentor en vivo,Débito,4.0,91.7,16.3,2,0,1.0,1,3,0,1.0,3.5,-31.700000000000003,1,0,0,0
6203,2025-04,6,30.0,Finanzas,Autoestudio,Débito,2.3,74.2,14.5,0,1,1.0,0,0,0,0.0,2.0125,-14.200000000000003,0,1,0,0
6523,2025-03,23,21.0,Idiomas,Con mentor en vivo,Tarjeta de crédito,6.2,45.0,9.4,3,0,11.0,0,0,0,0.13043478260869565,2.4111111111111114,15.0,0,0,1,0
3134,2025-02,6,39.0,Idiomas,Con mentor en vivo,Tarjeta de crédito,0.7,62.8,11.3,0,0,4.0,0,1,0,0.0,0.44545454545454544,-2.799999999999997,0,1,1,0
1468,2025-07,7,30.0,Idiomas,Con mentor en vivo,Yape/Plin,1.9,96.4,15.6,9,0,2.0,0,2,0,1.2857142857142858,1.4777777777777779,-36.400000000000006,0,0,0,0
5282,2026-01,3,32.0,Idiomas,Con mentor en vivo,Tarjeta de crédito,2.8,27.1,10.0,0,0,0.0,0,0,0,0.0,2.8,32.9,1,1,1,0
1963,2025-03,8,35.0,Programación,Con mentor en vivo,Yape/Plin,2.2,28.9,12.4,0,0,15.0,0,0,0,0.0,0.7000000000000001,31.1,0,1,1,0
394,2025-11,8,31.0,Programación,Con mentor en vivo,Yape/Plin,3.1,80.3,14.9,1,0,3.0,0,1,0,0.125,2.17,-20.299999999999997,0,0,0,0
7212,2025-01,8,19.0,Finanzas,Con mentor en vivo,Tarjeta de crédito,5.0,86.6,17.9,5,0,2.0,1,1,0,0.625,3.8888888888888893,-26.599999999999994,0,0,0,0
231,2025-09,8,23.0,Programación,Con mentor en vivo,Transferencia,13.9,23.6,10.9,3,0,6.0,1,1,0,0.375,7.484615384615385,36.4,0,0,1,0
1321,2025-03,11,27.0,Finanzas,Autoestudio,Tarjeta de crédito,0.8,78.7,14.4,7,0,2.0,0,1,0,0.6363636363636364,0.6222222222222223,-18.700000000000003,0,0,0,0
42,2026-02,7,33.0,Programación,Con mentor en vivo,Débito,4.6,77.1,14.9,2,0,4.0,1,1,0,0.2857142857142857,2.9272727272727272,-17.099999999999994,0,0,0,0
4246,2025-06,7,39.0,Programación,Con mentor en vivo,Yape/Plin,1.8,23.2,9.6,5,0,2.0,0,0,0,0.7142857142857143,1.4000000000000001,36.8,0,0,1,0
5274,2025-09,10,35.0,Marketing Digital,Autoestudio,Tarjeta de crédito,2.7,61.1,13.7,4,0,8.0,1,1,0,0.4,1.2600000000000002,-1.1000000000000014,0,0,0,0
7954,2025-01,4,17.0,Idiomas,Con mentor en vivo,Tarjeta de crédito,3.9,70.7,14.2,2,0,0.0,0,0,0,0.5,3.9,-10.700000000000003,0,0,0,0
8457,2026-06,35,28.0,Idiomas,Autoestudio,Tarjeta de crédito,3.3,72.2,13.2,2,0,0.0,1,1,0,0.05714285714285714,3.3,-12.200000000000003,0,0,0,0
2859,2026-02,1,28.0,Idiomas,Autoestudio,Yape/Plin,7.7,57.7,12.9,3,1,3.0,0,0,0,3.0,5.39,2.299999999999997,1,0,1,0
1531,2025-02,22,26.0,Idiomas,Autoestudio,Transferencia,7.0,48.9,10.7,4,0,0.0,0,1,0,0.18181818181818182,7.0,11.100000000000001,0,0,1,0
8936,2025-12,14,34.0,Finanzas,Con mentor en vivo,Tarjeta de crédito,4.9,46.4,11.5,5,0,5.0,0,1,0,0.35714285714285715,2.8583333333333334,13.600000000000001,0,0,1,0
4490,2025-07,6,40.0,Idiomas,Con mentor en vivo,Tarjeta de crédito,7.5,76.5,13.6,3,0,1.0,0,0,0,0.5,6.5625,-16.5,0,0,0,0
7171,2026-05,12,28.0,Marketing Digital,Con mentor en vivo,Débito,9.9,92.2,13.0,3,0,1.0,0,1,0,0.25,8.662500000000001,-32.2,0,0,0,0
4928,2025-11,6,23.0,Programación,Autoestudio,Yape/Plin,1.4,65.6,12.7,2,0,0.0,1,0,0,0.3333333333333333,1.4,-5.599999999999994,0,0,1,0
1324,2026-04,3,30.0,Idiomas,Con mentor en vivo,Yape/Plin,2.6,47.4,13.5,0,0,8.0,0,0,0,0.0,1.2133333333333334,12.600000000000001,1,1,0,0
5367,2025-02,40,26.0,Programación,Autoestudio,Tarjeta de crédito,1.4,73.1,13.5,3,0,1.0,0,0,0,0.075,1.225,-13.099999999999994,0,0,0,0
6514,2025-02,4,16.0,Marketing Digital,Con mentor en vivo,Débito,4.0,47.0,,2,0,26.0,0,0,0,0.5,0.8484848484848485,13.0,0,0,0,1
2247,2025-11,33,23.0,Finanzas,Con mentor en vivo,Débito,0.2,85.2,15.5,1,1,11.0,0,0,1,0.030303030303030304,0.07777777777777779,-25.200000000000003,0,0,0,0
1492,2025-09,5,41.0,Finanzas,Autoestudio,Yape/Plin,3.0,56.4,12.9,5,0,2.0,0,2,0,1.0,2.3333333333333335,3.6000000000000014,0,0,1,0
6126,2025-05,23,36.0,Diseño,Autoestudio,Tarjeta de crédito,1.2,48.1,11.6,1,0,1.0,0,0,0,0.043478260869565216,1.05,11.899999999999999,0,0,1,0
2727,2025-03,8,16.0,Marketing Digital,Con mentor en vivo,Débito,2.0,10.3,8.0,1,0,2.0,0,0,0,0.125,1.5555555555555558,49.7,0,0,1,0
62,2026-02,3,25.0,Programación,Autoestudio,Débito,1.0,61.6,12.5,2,1,4.0,1,1,0,0.6666666666666666,0.6363636363636364,-1.6000000000000014,1,0,1,0
4377,2025-06,19,26.0,Idiomas,Con mentor en vivo,Tarjeta de crédito,2.7,53.2,10.7,5,0,3.0,0,1,0,0.2631578947368421,1.8900000000000001,6.799999999999997,0,0,1,0
2555,2026-06,2,39.0,Marketing Digital,Autoestudio,Transferencia,1.1,31.6,7.2,1,0,3.0,1,0,1,0.5,0.77,28.4,1,0,1,0
8147,2026-06,3,27.0,Idiomas,Autoestudio,Transferencia,0.6,50.3,13.7,1,0,18.0,0,1,1,0.3333333333333333,0.16799999999999998,9.700000000000003,1,0,0,0
5284,2026-02,12,37.0,Diseño,Con mentor en vivo,Transferencia,6.5,56.2,13.3,3,1,3.0,0,2,0,0.25,4.55,3.799999999999997,0,0,0,0
403,2025-06,10,24.0,Idiomas,Autoestudio,Tarjeta de crédito,2.0,45.2,11.3,2,0,2.0,0,0,0,0.2,1.5555555555555558,14.799999999999997,0,0,1,0
